School_ID,NAME_OF_SCHOOL,"Elementary, Middle, or High School",Street_Address,City,State,ZIP_Code,Phone_Number,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE,Environment_Icon,Environment_Score,Instruction_Icon,Instruction_Score,Leaders_Icon,AVERAGE_STUDENT_ATTENDANCE,Rate_of_Misconducts__per_100_students_,Average_Teacher_Attendance,Individualized_Education_Program_Compliance_Rate,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police_District,Location
609996,Charles N Holden Elementary School,ES,1104 W 31st St,Chicago,IL,60608,(773) 535-7200,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,53,Average,50,Weak,35,Weak,0.95,4.7,0.96,1.00,1169423.887,1884309.813,41.83805473,-87.65380002,60,BRIDGEPORT,11,9,"(41.83805473, -87.65380002)"
609833,Charles P Caldwell Academy of Math & Science Elementary School,ES,8546 S Cregier,Chicago,IL,60617,(773) 535-6300,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,25,Average,40,Average,44,Weak,0.93,30.7,0.95,1.00,1189641.205,1848463.627,41.73922735,-87.58076569,45,AVALON PARK,8,4,"(41.73922735, -87.58076569)"
609732,Charles P Steinmetz Academic Centre High School,HS,3030 N Mobile Ave,Chicago,IL,60634,(773) 534-3030,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26,Weak,29,Weak,34,Weak,0.79,30.4,0.96,1.00,1133838.348,1919613.694,41.93563171,-87.78355194,19,BELMONT CRAGIN,36,25,"(41.93563171, -87.78355194)"
609875,Charles R Darwin Elementary School,ES,3116 W Belden Ave,Chicago,IL,60647,(773) 534-4110,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,58,Average,44,Weak,34,Weak,0.96,33.8,0.96,1.00,1155126.902,1915284.203,41.92334998,-87.70543099,22,LOGAN SQUARE,26,14,"(41.92334998, -87.70543099)"
609986,Charles R Henderson Elementary School,ES,5650 S Wolcott Ave,Chicago,IL,60636,(773) 535-9080,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,16,Weak,32,Weak,38,Weak,0.89,80.6,0.94,1.00,1164617.918,1866985.258,41.79061716,-87.67192466,67,WEST ENGLEWOOD,15,7,"(41.79061716, -87.67192466)"
609813,Charles S Brownell Elementary School,ES,6741 S Michigan Ave,Chicago,IL,60637,(773) 535-3030,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,20,Strong,79,Very Strong,82,Weak,0.93,14.1,0.96,1.00,1178368.986,1860177.542,41.77163474,-87.62170972,69,GREATER GRAND CROSSING,20,3,"(41.77163474, -87.62170972)"
609883,Charles S Deneen Elementary School,ES,7240 S Wabash Ave,Chicago,IL,60619,(773) 535-3035,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,55,Average,49,Average,51,Weak,0.94,39.5,0.97,1.00,1177940.398,1856846.453,41.76250359,-87.62338156,69,GREATER GRAND CROSSING,6,3,"(41.76250359, -87.62338156)"
610194,Charles Sumner  Math & Science Community Acad Elementary School,ES,4320 W 5th Ave,Chicago,IL,60624,(773) 534-6730,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41,Average,44,Average,48,Weak,0.94,12.3,0.97,1.00,1147607.2,1896098.17,41.87084922,-87.73355414,26,WEST GARFIELD PARK,24,11,"(41.87084922, -87.73355414)"
609897,Charles W Earle Elementary School,ES,6121 S Hermitage Ave,Chicago,IL,60636,(773) 535-9130,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,24,Strong,62,Strong,71,Weak,0.94,16.9,0.95,1.00,1165772.423,1863964.038,41.78230211,-87.66777712,67,WEST ENGLEWOOD,15,7,"(41.78230211, -87.66777712)"
610248,Chicago Academy Elementary School,ES,3400 N Austin Ave,Chicago,IL,60634,(773) 534-0146,AUSL Schools,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,66,Average,40,Weak,22,Weak,0.96,6,0.96,1.00,1135740.091,1922002.941,41.94215439,-87.77650575,17,DUNNING,38,16,"(41.94215439, -87.77650575)"
610340,Chicago Academy High School,HS,3400 N Austin Ave,Chicago,IL,60634,(773) 534-0146,AUSL Schools,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,58,Average,57,Average,53,Weak,0.93,6.3,0.96,0.97,1135740.091,1922002.941,41.94215439,-87.77650575,17,DUNNING,38,16,"(41.94215439, -87.77650575)"
609753,Chicago High School for Agricultural Sciences,HS,3857 W 111th St,Chicago,IL,60655,(773) 535-2500,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Very Strong,87,Average,49,Average,47,Weak,0.93,5.2,0.95,0.97,1152383.425,1830663.647,41.69119388,-87.71773863,74,MOUNT GREENWOOD,19,22,"(41.69119388, -87.71773863)"
609754,Chicago Military Academy High School,HS,3519 S Giles Ave,Chicago,IL,60653,(773) 534-9750,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,32,Weak,23,Weak,35,Weak,0.90,28.2,0.96,1.00,1178881.169,1881647.166,41.83053768,-87.61917837,35,DOUGLAS,2,2,"(41.83053768, -87.61917837)"
609674,Chicago Vocational Career Academy High School,HS,2100 E 87th St,Chicago,IL,60617,(773) 535-6100,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,27,Weak,21,Weak,30,Weak,0.69,33.3,0.95,0.99,1191700.593,1847743.551,41.73720173,-87.57324389,45,AVALON PARK,8,4,"(41.73720173, -87.57324389)"
609899,Christian Ebinger Elementary School,ES,7350 W Pratt Ave,Chicago,IL,60631,(773) 534-1070,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,78,Strong,66,Average,50,Weak,0.96,9.3,0.95,0.97,1126172.537,1944639.095,42.00443557,-87.81116435,9,EDISON PARK,41,16,"(42.00443557, -87.81116435)"
609705,Christian Fenger Academy High School,HS,11220 S Wallace St,Chicago,IL,60628,(773) 535-5430,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36,Average,41,Weak,32,Weak,0.74,49.8,0.95,1.00,1174272.711,1830372.91,41.68993885,-87.63760833,49,ROSELAND,34,22,"(41.68993885, -87.63760833)"
609863,Christopher Columbus Elementary School,ES,1003 N Leavitt St,Chicago,IL,60622,(773) 534-4350,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,66,Average,57,Average,55,Weak,0.96,2.4,0.97,0.93,1161595.965,1906670.676,41.89958139,-87.68190167,24,WEST TOWN,32,13,"(41.89958139, -87.68190167)"
609790,Clara Barton Elementary School,ES,7650 S Wolcott Ave,Chicago,IL,60620,(773) 535-3260,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,25,Weak,28,Weak,34,Weak,0.92,25.3,0.96,1.00,1164981.896,1853724.297,41.75421962,-87.67096453,71,AUBURN GRESHAM,18,6,"(41.75421962, -87.67096453)"
610347,Claremont Academy Elementary School,ES,2300 W 64th St,Chicago,IL,60636,(773) 535-8110,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,36,Average,50,Average,51,Weak,0.93,64.2,0.96,1.00,1162155.645,1862200.052,41.77753754,-87.68108634,66,CHICAGO LAWN,15,8,"(41.77753754, -87.68108634)"
610499,Collins Academy High School,HS,1313 S Sacramento Dr,Chicago,IL,60623,(773) 534-1840,AUSL Schools,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,60,Average,51,Average,46,Weak,0.91,2.9,0.97,0.99,1156217.24,1893722.861,41.86416169,-87.70200761,29,NORTH LAWNDALE,24,10,"(41.86416169, -87.70200761)"
610170,Columbia Explorers Elementary Academy,ES,4520 S Kedzie Ave,Chicago,IL,60632,(773) 535-4050,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,59,Average,59,Strong,63,Weak,0.95,8.9,0.97,1.00,1155752.301,1874367.234,41.81105689,-87.70423481,58,BRIGHTON PARK,14,8,"(41.81105689, -87.70423481)"
610004,Countee Cullen Elementary School,ES,10650 S Eberhart Ave,Chicago,IL,60628,(773) 535-5375,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,14,Weak,28,Weak,34,Weak,0.94,36.9,0.96,1.00,1181431.47,1834229.814,41.70036107,-87.61128176,49,ROSELAND,9,5,"(41.70036107, -87.61128176)"
609781,Crispus Attucks Elementary School,ES,5055 S State St,Chicago,IL,60609,(773) 535-1270,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,45,Strong,64,Average,57,Weak,0.95,12.5,0.94,1.00,1177176.077,1871285.644,41.80214349,-87.6257474,38,GRAND BOULEVARD,3,2,"(41.80214349, -87.6257474)"
609873,Crown Community Academy of Fine Arts Center Elementary School,ES,2128 S Saint Louis Ave,Chicago,IL,60623,(773) 534-1680,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,27,Average,51,Average,52,Weak,0.93,100.5,0.97,1.00,1153387.649,1889511.387,41.85266155,-87.7125068,29,NORTH LAWNDALE,24,10,"(41.85266155, -87.7125068)"
609804,Daniel Boone Elementary School,ES,6710 N Washtenaw Ave,Chicago,IL,60645,(773) 534-2160,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,52,Average,47,Average,48,Weak,0.96,10.5,0.95,0.98,1157068.657,1944483.472,42.00343519,-87.69750011,2,WEST RIDGE,50,24,"(42.00343519, -87.69750011)"
610380,Daniel Hale Williams Prep School of Medicine,HS,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1120,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,50,Average,45,Average,54,Weak,0.91,5.4,0.97,1.00,1177513.255,1872170.444,41.80456384,-87.62448408,38,GRAND BOULEVARD,3,2,"(41.80456384, -87.62448408)"
609870,Daniel J Corkery Elementary School,ES,2510 S Kildare Ave,Chicago,IL,60623,(773) 534-1650,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,39,Weak,31,Weak,29,Weak,0.95,18.1,0.97,1.00,1148304.879,1886901.414,41.84559878,-87.73122946,30,SOUTH LAWNDALE,22,10,"(41.84559878, -87.73122946)"
609835,Daniel R Cameron Elementary School,ES,1234 N Monticello Ave,Chicago,IL,60651,(773) 534-4290,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,42,Average,49,Average,50,Weak,0.93,153.9,0.96,0.98,1151767.546,1908130.068,41.90378521,-87.71796315,23,HUMBOLDT PARK,26,25,"(41.90378521, -87.71796315)"
610223,Daniel S Wentworth Elementary School,ES,6950 S Sangamon St,Chicago,IL,60621,(773) 535-3394,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,30,Weak,34,Weak,36,Weak,0.92,73.8,0.96,0.96,1171140.355,1858532.558,41.76728177,-87.64825544,68,ENGLEWOOD,17,7,"(41.76728177, -87.64825544)"
610221,Daniel Webster Elementary School,ES,4055 W Arthington St,Chicago,IL,60624,(773) 534-6925,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,48,Very Strong,81,Strong,66,Weak,0.95,5.7,0.97,1.00,1149263.609,1895759.896,41.86988904,-87.72748159,26,WEST GARFIELD PARK,24,11,"(41.86988904, -87.72748159)"
609704,David G Farragut Career Academy High School,HS,2345 S Christiana Ave,Chicago,IL,60623,(773) 534-1300,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,43,Average,42,Weak,32,Weak,0.86,18.6,0.95,1.00,1154443.895,1888031.41,41.8485793,-87.70866954,30,SOUTH LAWNDALE,22,10,"(41.8485793, -87.70866954)"
609885,Dewey Elementary Academy of Fine Arts,ES,5415 S Union Ave,Chicago,IL,60609,(773) 535-1666,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41,Average,42,Weak,35,Weak,0.91,26.3,0.96,1.00,1172596.05,1868881.791,41.7956493,-87.642615,61,NEW CITY,3,9,"(41.7956493, -87.642615)"
609859,DeWitt Clinton Elementary School,ES,6110 N Fairfield Ave,Chicago,IL,60659,(773) 534-2025,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,47,Average,47,Average,52,Weak,0.95,14.8,0.95,1.00,1156854.125,1940520.212,41.99256421,-87.69839748,2,WEST RIDGE,50,24,"(41.99256421, -87.69839748)"
610077,Donald Morrill Math & Science Elementary School,ES,6011 S Rockwell St,Chicago,IL,60629,(773) 535-9288,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28,Weak,32,Weak,39,Weak,0.93,19.6,0.95,0.97,1160111.796,1864645.298,41.78428993,-87.68851192,66,CHICAGO LAWN,15,8,"(41.78428993, -87.68851192)"
610198,Douglas Taylor Elementary School,ES,9912 S Avenue H,Chicago,IL,60617,(773) 535-6240,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,34,Weak,20,Very Weak,1,Weak,0.95,16.6,0.94,1.00,1202756.093,1839915.488,41.71544589,-87.5330074,52,EAST SIDE,10,4,"(41.71544589, -87.5330074)"
610266,Dumas Technology Academy,ES,6650 S Ellis Ave,Chicago,IL,60637,(773) 535-0750,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,19,Weak,25,Average,49,Weak,0.93,38.4,0.96,0.98,1183997.399,1860905.944,41.77350389,-87.60105531,42,WOODLAWN,5,3,"(41.77350389, -87.60105531)"
610188,Dunne Technology Academy,ES,10845 S Union Ave,Chicago,IL,60628,(773) 535-5517,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,46,Strong,65,Strong,71,Weak,0.95,22.8,0.96,1.00,1173617.217,1832764.286,41.69651565,-87.63993763,49,ROSELAND,34,22,"(41.69651565, -87.63993763)"
610352,Durkin Park Elementary School,ES,8445 S Kolin Ave,Chicago,IL,60652,(773) 535-2322,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,61,Average,57,Average,58,Weak,0.95,0.7,0.96,1.00,1148934.857,1848010.352,41.73886352,-87.72991927,70,ASHBURN,18,8,"(41.73886352, -87.72991927)"
610254,Dvorak Technology Academy,ES,3615 W 16th St,Chicago,IL,60623,(773) 534-1690,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,46,Strong,66,Strong,69,Weak,0.94,4.4,0.95,1.00,1152488.851,1891762.257,41.85885599,-87.71574626,29,NORTH LAWNDALE,24,10,"(41.85885599, -87.71574626)"
609736,Dyett High School,HS,555 E 51st St,Chicago,IL,60615,(773) 535-1825,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,27,Weak,35,Average,47,Weak,0.63,24.4,0.94,1.00,1180944.201,1871282.832,41.80204982,-87.61192836,40,WASHINGTON PARK,4,2,"(41.80204982, -87.61192836)"
610132,Edgar Allan Poe Elementary Classical School,ES,10538 S Langley Ave,Chicago,IL,60628,(773) 535-5525,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Strong,66,Very Strong,88,Weak,0.98,0,0.97,1.00,1182742.505,1835063.9,41.70261965,-87.60645552,50,PULLMAN,9,5,"(41.70261965, -87.60645552)"
609901,Edgebrook Elementary School,ES,6525 N Hiawatha Ave,Chicago,IL,60646,(773) 534-1194,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Average,51,Average,53,Weak,0.97,3.4,0.97,1.00,1139595.896,1942911.685,41.99946016,-87.7618211,12,FOREST GLEN,41,16,"(41.99946016, -87.7618211)"
610523,Edison Park Elementary School,ES,6220 N Olcott Ave,Chicago,IL,60631,(773) 534-0960,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95,Average,52,Average,49,Weak,0.96,6.9,0.97,0.99,1125476.537,1940915.071,41.99422812,-87.81380814,10,NORWOOD PARK,41,16,"(41.99422812, -87.81380814)"
609819,Edmond Burke Elementary School,ES,5356 S King Dr,Chicago,IL,60615,(773) 535-1325,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,1,Very Weak,13,Weak,22,Weak,0.89,82,0.96,0.97,1179801.469,1869357.523,41.79679285,-87.61617809,40,WASHINGTON PARK,3,2,"(41.79679285, -87.61617809)"
609815,Edward A Bouchet Math & Science Academy Elementary School,ES,7355 S Jeffery Blvd,Chicago,IL,60649,(773) 535-0501,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,33,Average,55,Average,50,Weak,0.93,28,0.96,0.98,1190861.978,1856358.038,41.76086093,-87.57603849,43,SOUTH SHORE,5,3,"(41.76086093, -87.57603849)"
610246,Edward Beasley Elementary Magnet Academic Center,ES,5255 S State St,Chicago,IL,60609,(773) 535-1230,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,47,Weak,34,Average,48,Weak,0.95,10.3,0.95,1.00,1177212.26,1869948.081,41.79847228,-87.62565509,40,WASHINGTON PARK,3,2,"(41.79847228, -87.62565509)"
609881,Edward C Delano Elementary School,ES,3937 W Wilcox St,Chicago,IL,60624,(773) 534-6620,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,38,Strong,66,Average,52,Weak,0.93,20.3,0.95,0.95,1150012.228,1899002.166,41.87877166,-87.72464875,26,WEST GARFIELD PARK,28,11,"(41.87877166, -87.72464875)"
609862,Edward Coles Elementary Language Academy,ES,8441 S Yates Blvd,Chicago,IL,60617,(773) 535-6550,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,22,Average,40,Average,54,Weak,0.95,24.9,0.95,0.99,1193682.146,1849300.863,41.74142687,-87.56593332,46,SOUTH CHICAGO,7,4,"(41.74142687, -87.56593332)"
610012,Edward Jenner Elementary Academy of the Arts,ES,1119 N Cleveland Ave,Chicago,IL,60610,(773) 534-8440,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,50,Strong,62,Average,41,Weak,0.89,16,0.95,0.99,1172718.668,1907660.339,41.90205805,-87.64101894,8,NEAR NORTH SIDE,27,18,"(41.90205805, -87.64101894)"
609904,Edward K Ellington Elementary School,ES,243 N Parkside Ave,Chicago,IL,60644,(773) 534-6361,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30,Weak,37,Average,55,Weak,0.93,17.4,0.97,0.99,1138584.642,1901378.002,41.885506,-87.76655157,25,AUSTIN,29,15,"(41.885506, -87.76655157)"
610006,Edward N Hurley Elementary School,ES,3849 W 69th Pl,Chicago,IL,60629,(773) 535-2068,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,77,Average,50,Average,49,Weak,0.95,12.2,0.95,0.97,1151703.802,1858195.038,41.7667583,-87.71950804,65,WEST LAWN,13,8,"(41.7667583, -87.71950804)"
609735,Edward Tilden Career Community Academy High School,HS,4747 S Union Ave,Chicago,IL,60609,(773) 535-1625,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,34,Average,45,Weak,37,Weak,0.78,13,0.95,1.00,1172475.474,1873203.826,41.80751207,-87.64292985,61,NEW CITY,11,9,"(41.80751207, -87.64292985)"
610315,Edward White Elementary Career Academy,ES,1136 W 122nd St,Chicago,IL,60643,(773) 535-5672,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,27,Average,44,Average,48,Weak,0.94,31,0.97,1.00,1170787.9,1823930.602,41.67233661,-87.65055321,53,WEST PULLMAN,34,5,"(41.67233661, -87.65055321)"
609708,Edwin G Foreman High School,HS,3235 N LeClaire Ave,Chicago,IL,60641,(773) 534-3400,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26,Weak,28,Weak,23,Weak,0.84,10.3,0.95,1.00,1141833.359,1921189.138,41.93981043,-87.7541302,15,PORTAGE PARK,30,16,"(41.93981043, -87.7541302)"
609913,Elaine O Goodlow Elementary Magnet School,ES,2040 W 62nd St,Chicago,IL,60636,(773) 535-9365,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,44,Average,52,Average,56,Weak,0.92,47.5,0.96,1.00,1163653.744,1863565.274,41.78125258,-87.67555599,67,WEST ENGLEWOOD,15,7,"(41.78125258, -87.67555599)"
610233,Elihu Yale Elementary School,ES,7025 S Princeton Ave,Chicago,IL,60621,(773) 535-3190,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29,Average,43,Average,50,Weak,0.90,67.2,0.97,1.00,1175551.272,1858262.194,41.76644232,-87.63209571,69,GREATER GRAND CROSSING,6,7,"(41.76644232, -87.63209571)"
610227,Eli Whitney Elementary School,ES,2815 S Komensky Ave,Chicago,IL,60623,(773) 534-1560,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,44,Average,49,Average,53,Weak,0.96,11.6,0.95,0.98,1149877.98,1884894.804,41.84006197,-87.7255084,30,SOUTH LAWNDALE,22,10,"(41.84006197, -87.7255084)"
610195,Elizabeth H Sutherland Elementary School,ES,10015 S Leavitt St,Chicago,IL,60643,(773) 535-2580,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Very Strong,86,Strong,64,Average,59,Weak,0.96,6.8,0.96,0.96,1163512.956,1838118.891,41.71142687,-87.67678398,72,BEVERLY,19,22,"(41.71142687, -87.67678398)"
610119,Elizabeth Peabody Elementary School,ES,1444 W Augusta Blvd,Chicago,IL,60622,(773) 534-4170,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,51,Average,50,Strong,61,Weak,0.95,7.6,0.97,1.00,1166416.965,1906812.638,41.89986912,-87.66419014,24,WEST TOWN,27,13,"(41.89986912, -87.66419014)"
609852,Eliza Chappell Elementary School,ES,2135 W Foster Ave,Chicago,IL,60625,(773) 534-2390,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,70,Average,53,Average,51,Weak,0.95,2.9,0.97,0.99,1161016.902,1934466.545,41.975867,-87.68325438,4,LINCOLN SQUARE,47,20,"(41.975867, -87.68325438)"
610235,Ella Flagg Young Elementary School,ES,1434 N Parkside Ave,Chicago,IL,60651,(773) 534-6200,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,31,Average,44,Average,50,Weak,0.94,3,0.95,1.00,1138362.536,1909130.405,41.90678358,-87.76717934,25,AUSTIN,29,25,"(41.90678358, -87.76717934)"
609682,Ellen H Richards Career Academy High School,HS,5009 S Laflin St,Chicago,IL,60609,(773) 535-4945,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30,Weak,32,Very Weak,19,Weak,0.91,17.3,0.96,1.00,1167224.006,1871465.305,41.80285552,-87.66224052,61,NEW CITY,16,9,"(41.80285552, -87.66224052)"
610073,Ellen Mitchell Elementary School,ES,2233 W Ohio St,Chicago,IL,60612,(773) 534-7655,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,95,Very Strong,95,Weak,0.96,12.2,0.98,1.00,1161269.097,1903925.361,41.89205482,-87.68317867,24,WEST TOWN,26,13,"(41.89205482, -87.68317867)"
609712,Emil G Hirsch Metropolitan High School,HS,7740 S Ingleside Ave,Chicago,IL,60619,(773) 535-3100,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,13,Weak,28,Weak,28,Weak,0.85,47.1,0.95,0.88,1183865.127,1853710.216,41.7537612,-87.60176452,69,GREATER GRAND CROSSING,8,6,"(41.7537612, -87.60176452)"
609973,Emiliano Zapata Elementary Academy,ES,2728 S Kostner Ave,Chicago,IL,60623,(773) 534-1390,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,60,Average,43,Average,42,Weak,0.97,2.8,0.97,1.00,1147465.325,1885362.468,41.84139181,-87.73434997,30,SOUTH LAWNDALE,22,10,"(41.84139181, -87.73434997)"
610065,Emmett Louis Till Math and Science Academy,ES,6543 S Champlain Ave,Chicago,IL,60637,(773) 535-0570,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,31,Average,47,Average,40,Weak,0.88,95.7,0.93,0.91,1181736.782,1861592.586,41.77544062,-87.60932095,42,WOODLAWN,20,3,"(41.77544062, -87.60932095)"
609916,Enrico Fermi Elementary School,ES,1415 E 70th St,Chicago,IL,60637,(773) 535-0540,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,30,Strong,65,Strong,63,Weak,0.90,101.2,0.95,1.00,1186924.786,1858826.102,41.76772772,-87.59039017,43,SOUTH SHORE,5,3,"(41.76772772, -87.59039017)"
610137,Ernst Prussing Elementary School,ES,4650 N Menard Ave,Chicago,IL,60630,(773) 534-3460,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,71,Average,49,Average,42,Weak,0.95,23.4,0.96,0.99,1136787.381,1930557.622,41.96561054,-87.77245066,15,PORTAGE PARK,45,16,"(41.96561054, -87.77245066)"
